bigrams1,bigrams2,problaility
tinytim2701,got,0.001
tinytim2701,dizzee,0.001
tinytim2701,rascal,0.001
tinytim2701,pigeon,0.001
tinytim2701,detectives,0.001
tinytim2701,noisettes,0.001
tinytim2701,gregjames,0.001
tinytim2701,zane,0.001
tinytim2701,lowe,0.001
tinytim2701,sets,0.001
tinytim2701,well,0.001
tinytim2701,<,0.001
neelyyyy,left,0.001
neelyyyy,home,0.001
neelyyyy,alone,0.001
neelyyyy,uhhhhh,0.001
neelyyyy,lame,0.001
math,klass,0.001
math,bored,0.001
math,hell,0.001
math,<,0.001
math,urghhhhh,0.001
math,hate,0.001
math,math,0.001
5th,sunday,0.001
5th,singing,0.001
going,wont,0.001
going,8hrs,0.001
yagsfan,ill,0.001
yagsfan,<,0.001
yagsfan,josh,0.001
yagsfan,ticket,0.001
yagsfan,ya,0.001
yagsfan,got,0.001
yagsfan,ta,0.001
god,feel,0.001
god,fucking,0.001
god,weird,0.001
god,strange,0.001
god,anxious,0.001
god,feeling,0.001
god,stomach,0.001
rcsaustin,none,0.001
rcsaustin,want,0.001
rcsaustin,give,0.001
rcsaustin,publicly,0.001
whitneyblair030,courtneycamilla,0.001
whitneyblair030,never,0.001
whitneyblair030,let,0.001
whitneyblair030,louis,0.001
whitneyblair030,bag,0.001
whitneyblair030,episode,0.001
whitneyblair030,die,0.001
whitneyblair030,<,0.001
whitneyblair030,buying,0.001
whitneyblair030,knockoffs,0.001
whitneyblair030,aunts,0.001
whitneyblair030,wear,0.001
whitneyblair030,one,0.001
gorgeous,day,0.001
gorgeous,<,0.001
gorgeous,wish,0.001
gorgeous,beach,0.001
gorgeous,alas,0.001
gorgeous,stuck,0.001
gorgeous,tfm,0.001
mastr0,hulas,0.001
mastr0,saturday,0.001
mastr0,night,0.001
mastr0,<,0.001
mastr0,happy,0.001
mastr0,hour,0.001
mastr0,though,0.001
ff,later,0.001
ff,busy,0.001
ff,making,0.001
ff,plans,0.001
ff,today,0.001
ff,<,0.001
ff,beshie,0.001
ff,misssimone32,0.001
ff,songzyuuup,0.001
ff,gon,0.001
ff,na,0.001
ff,dc,0.001
ff,june,0.001
ff,56,0.001
ff,bball,0.001
ff,game,0.001
online,longtime,0.001
online,gtalk,0.001
online,amp,0.001
online,every1,0.001
online,popped,0.001
online,quothow,0.001
online,come,0.001
online,u,0.001
online,r,0.001
online,online,0.001
online,<,0.001
online,quot,0.001
online,instead,0.001
online,quothiquot,0.001
online,message,0.001
arcticpenguin,idea,0.001
arcticpenguin,<,0.001
arcticpenguin,damn,0.001
arcticpenguin,annoying,0.001
lorrainapaz,youre,0.001
lorrainapaz,going,0.001
lorrainapaz,<,0.001
lorrainapaz,ill,0.001
lorrainapaz,probably,0.001
lorrainapaz,see,0.001
lorrainapaz,around,0.001
getting,sunburnt,0.001
getting,working,0.001
getting,need,0.001
getting,get,0.001
getting,sunscreen,0.001
somemaysay,good,0.001
somemaysay,day,0.001
somemaysay,shelley,0.001
somemaysay,<,0.001
bamthedj,prego,0.001
bamthedj,20,0.001
bamthedj,yrs,0.001
bamthedj,ago,0.001
bamthedj,1st,0.001
bamthedj,time,0.001
bamthedj,migraines,0.001
bamthedj,horridi,0.001
bamthedj,ended,0.001
bamthedj,er,0.001
bamthedj,demerol,0.001
bamthedj,shots,0.001
bamthedj,times,0.001
bamthedj,hugs,0.001
chrismccallum,think,0.001
chrismccallum,im,0.001
chrismccallum,going,0.001
chrismccallum,go,0.001
chrismccallum,doc,0.001
chrismccallum,<,0.001
chrismccallum,getting,0.001
chrismccallum,worse,0.001
chrismccallum,study,0.001
chrismccallum,hard,0.001
see,rainbow,0.001
alojane,ha,0.001
dannymcfly,brazilian,0.001
dannymcfly,fans,0.001
dannymcfly,truly,0.001
dannymcfly,passionate,0.001
dannymcfly,<,0.001
dannymcfly,much,0.001
dannymcfly,love,0.001
dannymcfly,forever,0.001
dannymcfly,ily,0.001
dannymcfly,l,0.001
dannymcfly,xoxo,0.001
gojo,know,0.001
gojo,stuff,0.001
gojo,mechanics,0.001
gojo,use,0.001
gojo,gets,0.001
gojo,paint,0.001
gojo,hands,0.001
gojo,faces,0.001
gojo,arms,0.001
gojo,legs,0.001
gojo,<,0.001
gojo,artists,0.001
gojo,painters,0.001
gojo,get,0.001
gojo,gojo,0.001
jasonmraz,really,0.001
jasonmraz,love,0.001
jasonmraz,song,0.001
jasonmraz,quotim,0.001
jasonmraz,yoursquot,0.001
jasonmraz,makes,0.001
jasonmraz,feel,0.001
jasonmraz,good,0.001
jasonmraz,<,0.001
say,hello,0.001
say,smile,0.001
say,sun,0.001
bckwild,called,0.001
bckwild,u,0.001
bckwild,homie,0.001
bckwild,<,0.001
bckwild,lol,0.001
bckwild,im,0.001
bckwild,2,0.001
bckwild,go,0.001
bckwild,sleep,0.001
bckwild,tho,0.001
bckwild,got,0.001
bckwild,wake,0.001
bckwild,7am,0.001
ashleytisdale,http//twitpic,0.001
ashleytisdale,<,0.001
ashleytisdale,com/6ddox,0.001
ashleytisdale,cool,0.001
ashleytisdale,wish,0.001
ashleytisdale,could,0.001
ashleytisdale,hope,0.001
ashleytisdale,win,0.001
ashleytisdale,good,0.001
ashleytisdale,luck,0.001
ashleytisdale,love,0.001
wish,watching,0.001
wish,hills,0.001
marksheldon,wow,0.001
marksheldon,<,0.001
marksheldon,another,0.001
marksheldon,supportive,0.001
marksheldon,tweet,0.001
marksheldon,thank,0.001
marksheldon,followfriday,0.001
alrighty,<,0.001
alrighty,workin,0.001
alrighty,project,0.001
alrighty,going,0.001
alrighty,work,0.001
alrighty,arent,0.001
alrighty,yall,0.001
alrighty,jealous,0.001
alrighty,x,0.001
alrighty,awe,0.001
alrighty,super,0.001
alrighty,illiterate,0.001
lets,play,0.001
lets,tennis,0.001
lets,grenade,0.001
lets,bfheroes,0.001
lets,know,0.001
lets,name,0.001
lets,<,0.001
packing,bag,0.001
packing,go,0.001
packing,lisbon,0.001
packing,<,0.001
entire,body,0.001
entire,<,0.001
entire,accept,0.001
entire,awesomeness,0.001
entire,give,0.001
entire,chance,0.001
entire,lt3,0.001
wallfish,hel,0.001
wallfish,uva,0.001
wallfish,nice,0.001
wallfish,suggestion,0.001
wallfish,thanks,0.001
wallfish,<,0.001
wallfish,get,0.001
wallfish,round,0.001
wallfish,changing,0.001
wallfish,everything,0.001
cjlenoil,ok,0.001
cjlenoil,cool,0.001
cjlenoil,wat,0.001
cjlenoil,time,0.001
cjlenoil,<,0.001
cjlenoil,wedding,0.001
cjlenoil,finishes,0.001
cjlenoil,1245,0.001
cjlenoil,saujana,0.001
cjlenoil,gim,0.001
cjlenoil,go,0.001
cjlenoil,bck,0.001
cjlenoil,n,0.001
cjlenoil,change,0.001
cjlenoil,amp,0.001
cjlenoil,al,0.001
415am,<,0.001
415am,awake,0.001
415am,serious,0.001
415am,headache,0.001
learning,quantum,0.001
learning,mechanics,0.001
learning,<,0.001
learning,dont,0.001
learning,want,0.001
learning,gt,0.001
learning,sun,0.001
learning,shining,0.001
learning,outside,0.001
learning,nice,0.001
learning,weather,0.001
tigermarketing,highly,0.001
tigermarketing,recommends,0.001
tigermarketing,join,0.001
tigermarketing,www,0.001
tigermarketing,<,0.001
tigermarketing,m2e,0.001
tigermarketing,asia,0.001
tigermarketing,earn,0.001
tigermarketing,money,0.001
tigermarketing,free,0.001
tigermarketing,shareholder,0.001
tigermarketing,dividends,0.001
tigermarketing,even,0.001
tigermarketing,nothing,0.001
nothin,wear,0.001
nothin,fml,0.001
cant,awesome,0.001
use,twitter,0.001
use,place,0.001
use,real,0.001
use,relationships,0.001
please,talk,0.001
favorite,time,0.001
favorite,night,0.001
wasnt,able,0.001
wasnt,make,0.001
wasnt,church,0.001
wasnt,function,0.001
wasnt,got,0.001
wasnt,caught,0.001
wasnt,good,0.001
wasnt,news,0.001
wasnt,lost,0.001
wasnt,another,0.001
wasnt,pound,0.001
wasnt,today,0.001
wasnt,<,0.001
wasnt,weigh,0.001
wasnt,252,0.001
wasnt,270,0.001
set,thwirl,0.001
set,maduck,0.001
set,amp,0.001
set,given,0.001
set,twitter,0.001
set,tips,0.001
set,<,0.001
yasexy,im,0.001
yasexy,still,0.001
quite,satisfying,0.001
quite,see,0.001
quite,design,0.001
quite,really,0.001
quite,coming,0.001
quite,together,0.001
quite,<,0.001
thing,<,0.001
thing,im,0.001
thing,panicking,0.001
beer,ordered,0.001
beer,trivia,0.001
beer,night,0.001
beer,state,0.001
beer,24oz,0.001
beer,<,0.001
beer,less,0.001
beer,chipper,0.001
beer,morning,0.001
beer,glass,0.001
beer,h20,0.001
beer,coffee,0.001
beer,p90x,0.001
beer,get,0.001
beer,going,0.001
partymartytime,kates,0.001
partymartytime,tonight,0.001
partymartytime,think,0.001
partymartytime,anyone,0.001
partymartytime,know,0.001
partymartytime,film,0.001
partymartytime,watch,0.001
partymartytime,thatll,0.001
partymartytime,really,0.001
partymartytime,freak,0.001
partymartytime,us,0.001
partymartytime,<,0.001
didnt,go,0.001
didnt,union,0.001
didnt,street,0.001
didnt,festival,0.001
didnt,whatevs,0.001
didnt,<,0.001
didnt,today,0.001
didnt,fun,0.001
didnt,ive,0.001
didnt,missed,0.001
didnt,girls,0.001
didnt,soo,0.001
didnt,much,0.001
musicbykg,wow,0.001
musicbykg,<,0.001
musicbykg,congrats,0.001
musicbykg,lady,0.001
musicbykg,going,0.001
musicbykg,big,0.001
musicbykg,soon,0.001
musicbykg,eh,0.001
musicbykg,tv,0.001
musicbykg,show,0.001
ijustmightendit,hello,0.001
ijustmightendit,im,0.001
ijustmightendit,replying,0.001
ijustmightendit,backkkk,0.001
ijustmightendit,<,0.001
momentarily,energy,0.001
momentarily,nausea,0.001
momentarily,yet,0.001
momentarily,disappear,0.001
momentarily,work,0.001
momentarily,characters,0.001
momentarily,need,0.001
momentarily,fill,0.001
momentarily,countless,0.001
momentarily,forms,0.001
momentarily,sigh,0.001
hey,songzyuuup,0.001
hey,tacia,0.001
hey,treysongz,0.001
hey,am/2txz,0.001
atebits,gt1week,0.001
atebits,w/o,0.001
atebits,tweetie,0.001
atebits,search,0.001
atebits,iphone,0.001
atebits,still,0.001
atebits,update,0.001
atebits,itunes,0.001
atebits,canada,0.001
atebits,<,0.001
atebits,patience,0.001
atebits,wearing,0.001
atebits,thin,0.001
uh,2morrow,0.001
uh,vacations,0.001
uh,end,0.001
uh,need,0.001
uh,2,0.001
uh,something,0.001
uh,school,0.001
uh,gt,0.001
uh,lt,0.001
tomtravel2,awesome,0.001
tomtravel2,<,0.001
tomtravel2,look,0.001
tomtravel2,forward,0.001
tomtravel2,tweets,0.001
tomtravel2,looooove,0.001
tomtravel2,travel,0.001
feeling,sick,0.001
feeling,wanted,0.001
feeling,call,0.001
feeling,today,0.001
feeling,cant,0.001
feeling,<,0.001
feeling,bueno,0.001
sad,day,0.001
sad,indeed,0.001
sad,jayz,0.001
sad,hits,0.001
sad,top,0.001
sad,tweet,0.001
sad,trending,0.001
sad,trends,0.001
sad,front,0.001
sad,dday,0.001
sad,thank,0.001
sad,fallen,0.001
sad,soldiers,0.001
sad,heroes,0.001
got,indiana,0.001
got,memomand,0.001
got,bro,0.001
got,r,0.001
got,coin,0.001
got,eat,0.001
got,ihop,0.001
got,raining,0.001
got,hard,0.001
sydbob,aw,0.001
sydbob,<,0.001
sydbob,gon,0.001
sydbob,na,0.001
sydbob,ask,0.001
sydbob,wanted,0.001
sydbob,go,0.001
sydbob,sky,0.001
sydbob,high,0.001
sydbob,melvin,0.001
sydbob,elijah,0.001
sydbob,going,0.001
sydbob,like,0.001
sydbob,2,0.001
vote,seanjohn,0.001
vote,faces,0.001
vote,future,0.001
vote,im,0.001
vote,page,0.001
vote,33,0.001
vote,least,0.001
vote,last,0.001
skyblues4eva,thanks,0.001
skyblues4eva,hope,0.001
skyblues4eva,great,0.001
skyblues4eva,day,0.001
skyblues4eva,<,0.001
skyblues4eva,xoxo,0.001
got,dentist,0.001
got,mouth,0.001
got,still,0.001
got,numb,0.001
munchkin,amp,0.001
munchkin,fam,0.001
munchkin,ditched,0.001
munchkin,stuff,0.001
munchkin,around,0.001
munchkin,house,0.001
munchkin,hills,0.001
munchkin,finale,0.001
munchkin,movie,0.001
munchkin,awards,0.001
munchkin,<,0.001
munchkin,woo,0.001
munchkin,eminem,0.001
sexy,costume,0.001
sexy,feline,0.001
sexy,feisty,0.001
sexy,cat,0.001
sexy,http//bit,0.001
sexy,<,0.001
sexy,ly/h6rnb,0.001
sexy,purring,0.001
sexy,knows,0.001
sexy,else,0.001
sexy,would,0.001
fat,ewww,0.001
fat,gross,0.001
fat,im,0.001
fat,ugly,0.001
fat,fat,0.001
fat,help,0.001
fat,need,0.001
fat,new,0.001
fat,body,0.001
fat,feel,0.001
fat,bad,0.001
fat,cuz,0.001
fat,one,0.001
fat,friends,0.001
fat,dont,0.001
fat,got,0.001
fat,bf,0.001
fat,<,0.001
itsconsiderate,omg,0.001
itsconsiderate,totally,0.001
itsconsiderate,<,0.001
itsconsiderate,wish,0.001
itsconsiderate,hookups,0.001
itsconsiderate,moment,0.001
freakin,hot,0.001
freakin,room,0.001
freakin,<,0.001
freakin,cant,0.001
freakin,get,0.001
freakin,comfortable,0.001
found,uploaded,0.001
found,wrong,0.001
found,pic,0.001
found,twitpic,0.001
found,last,0.001
found,night,0.001
twitter,phone,0.001
twitter,<,0.001
twitter,im,0.001
twitter,confused,0.001
think,fed,0.001
think,lonely,0.001
mitchelmusso,wish,0.001
stacey79,<,0.001
stacey79,guess,0.001
stacey79,booth,0.001
stacey79,decided,0.001
stacey79,go,0.001
stacey79,home,0.001
stacey79,yeah,0.001
stacey79,middle,0.001
stacey79,night,0.001
stacey79,hello,0.001
stacey79,stupid,0.001
stacey79,yet,0.001
stacey79,still,0.001
stacey79,watch,0.001
sunday,<,0.001
sunday,ya,0.001
sunday,know,0.001
sunday,means,0.001
sunday,drugs,0.001
sunday,jesus,0.001
omg,really,0.001
omg,love,0.001
omg,jerry,0.001
omg,yan,0.001
omg,hes,0.001
omg,mine,0.001
hagackure,welcome,0.001
hagackure,honored,0.001
hagackure,work,0.001
hagackure,haga,0.001
twidroid,favorites,0.001
twidroid,added,0.001
twidroid,twidroid,0.001
twidroid,v2,0.001
twidroid,<,0.001
twidroid,1,0.001
twidroid,7,0.001
twidroid,recorded,0.001
twidroid,twitter,0.001
twidroid,web,0.001
twidroid,showing,0.001
twidroid,phone,0.001
twidroid,ideas,0.001
julibarcelona,heading,0.001
julibarcelona,back,0.001
julibarcelona,home,0.001
julibarcelona,mi,0.001
julibarcelona,morning,0.001
julibarcelona,sunday,0.001
julibarcelona,evening,0.001
julibarcelona,well,0.001
julibarcelona,plan,0.001
julibarcelona,something,0.001
julibarcelona,soon,0.001
julibarcelona,<,0.001
julibarcelona,smc,0.001
julibarcelona,nxt,0.001
julibarcelona,wk,0.001
miss,romylovesmcfly,0.001
miss,anke,0.001
miss,paula,0.001
miss,going,0.001
miss,tokio,0.001
miss,hotel,0.001
miss,<,0.001
kamscottxxx,well,0.001
kamscottxxx,exhausted,0.001
kamscottxxx,kind,0.001
kamscottxxx,given,0.001
kamscottxxx,<,0.001
kamscottxxx,lookin,0.001
kamscottxxx,juicy,0.001
kamscottxxx,details,0.001
kamscottxxx,since,0.001
kamscottxxx,technically,0.001
kamscottxxx,ok,0.001
reporterren,definitely,0.001
reporterren,<,0.001
reporterren,really,0.001
reporterren,good,0.001
danipoynterjudd,yeah,0.001
danipoynterjudd,missed,0.001
danipoynterjudd,2nite,0.001
untamed,heartlt3,0.001
untamed,cute,0.001
untamed,movie,0.001
untamed,watch,0.001
iremember,playing,0.001
iremember,street,0.001
iremember,kids,0.001
iremember,yearning,0.001
iremember,sunlight,0.001
iremember,cold,0.001
iremember,winter,0.001
iremember,days,0.001
iremember,making,0.001
iremember,paper,0.001
iremember,boats,0.001
iremember,rainy,0.001
happened,weather,0.001
happened,<,0.001
happened,sun,0.001
happened,lightning,0.001
concerts09,im,0.001
concerts09,seeing,0.001
concerts09,nashville,0.001
concerts09,right,0.001
concerts09,<,0.001
learn,<,0.001
learn,dont,0.001
learn,try,0.001
learn,funny,0.001
learn,morning,0.001
learn,spelling,0.001
learn,mistakes,0.001
learn,arent,0.001
sippin,gin,0.001
sippin,juiceeeee,0.001
sippin,motha,0.001
sippin,fuckah,0.001
sippin,hahaha,0.001
alkaline,trio,0.001
alkaline,sweet,0.001
alkaline,saves,0.001
alkaline,day,0.001
alkaline,sucked,0.001
alkaline,<,0.001
alkaline,great,0.001
alkaline,time,0.001
alkaline,anyways,0.001
alkaline,awesome,0.001
alkaline,seeing,0.001
alkaline,everybody,0.001
alkaline,hangin,0.001
relaxing,friday,0.001
relaxing,night,0.001
relaxing,moment,0.001
relaxing,<,0.001
relaxing,hungry,0.001
relaxing,though,0.001
correction,61,0.001
correction,followers,0.001
correction,thanks,0.001
correction,follows,0.001
correction,g0,0.001
correction,tabat,0.001
correction,oberhauser,0.001
correction,denfree268,0.001
despite,last,0.001
despite,tweet,0.001
despite,im,0.001
despite,fantasticly,0.001
despite,sunny,0.001
despite,day,0.001
tomorrow,big,0.001
tomorrow,fun,0.001
tomorrow,dayyy,0.001
tomorrow,wooo,0.001
http//bit,ly/1g5txf,0.001
http//bit,wanted,0.001
http//bit,go,0.001
happy,mothers,0.001
happy,good,0.001
happy,mommas,0.001
tummy,hurts,0.001
hmmm,<,0.001
hmmm,trying,0.001
hmmm,figure,0.001
hmmm,wat,0.001
hmmm,sunday,0.001
hmmm,head,0.001
hmmm,dinner,0.001
hmmm,dad,0.001
hmmm,ugly,0.001
hmmm,day,0.001
hmmm,tho,0.001
hmmm,rain,0.001
hmmm,much,0.001
jphatala,lucky,0.001
jphatala,us,0.001
jphatala,twitter,0.001
jphatala,designed,0.001
jphatala,wisecracks,0.001
jphatala,katecollinsnyc,0.001
jphatala,good,0.001
twitter,baned,0.001
twitter,drunk,0.001
twitter,people,0.001
twitter,sorry,0.001
twitter,drunken,0.001
twitter,ramblings,0.001
twitter,bad,0.001
twitter,irish,0.001
feel,really,0.001
feel,bad,0.001
feel,talked,0.001
feel,parents,0.001
feel,slaves,0.001
feel,nice,0.001
feel,punish,0.001
twashley,hi,0.001
twashley,mom,0.001
twashley,<,0.001
twashley,want,0.001
twashley,help,0.001
twashley,make,0.001
twashley,search,0.001
twashley,easy,0.001
twashley,possible,0.001
twashley,please,0.001
twashley,let,0.001
twashley,know,0.001
twashley,im,0.001
twashley,qs,0.001
gabelicious,haha,0.001
gabelicious,wow,0.001
gabelicious,<,0.001
gabelicious,thats,0.001
gabelicious,rather,0.001
gabelicious,impressive,0.001
packing,dublin,0.001
packing,good,0.001
packing,session,0.001
packing,meetings,0.001
packing,hope,0.001
packing,weather,0.001
packing,nice,0.001
tired,restless,0.001
tired,<,0.001
tired,promoting,0.001
tired,day,0.001
tired,view,0.001
tired,lounge,0.001
actionlamb,great,0.001
actionlamb,people,0.001
actionlamb,start,0.001
actionlamb,day,0.001
actionlamb,starbucks,0.001
actionlamb,raise,0.001
actionlamb,cardboard,0.001
actionlamb,cup,0.001
actionlamb,toast,0.001
actionlamb,coffee,0.001
actionlamb,goodness,0.001
rediscovered,favorite,0.001
rediscovered,oldies,0.001
rediscovered,station,0.001
rediscovered,norman,0.001
rediscovered,<,0.001
waynedastar,morning,0.001
waynedastar,<,0.001
waynedastar,send,0.001
waynedastar,one,0.001
waynedastar,im,0.001
waynedastar,gon,0.001
waynedastar,na,0.001
waynedastar,make,0.001
waynedastar,church,0.001
waynedastar,today,0.001
waynedastar,still,0.001
waynedastar,feel,0.001
waynedastar,icky,0.001
good,twitterers,0.001
good,twitterettes,0.001
good,summer,0.001
good,coming,0.001
good,la,0.001
good,tired,0.001
good,chill,0.001
checking,new,0.001
checking,followers,0.001
checking,sorry,0.001
checking,whos,0.001
checking,links,0.001
checking,dont,0.001
checking,work,0.001
checking,give,0.001
checking,name,0.001
checking,get,0.001
checking,blocked,0.001
viperscot,world,0.001
viperscot,twitter,0.001
viperscot,got,0.001
viperscot,<,0.001
zetas,jacksonwages,0.001
zetas,actionjay,0.001
zetas,tuxotaku,0.001
zetas,jackawful,0.001
zetas,mcal27,0.001
zetas,drandolph,0.001
zetas,thanks,0.001
zetas,kind,0.001
zetas,wishes,0.001
zetas,<,0.001
zetas,man,0.001
zetas,bad,0.001
zetas,day,0.001
iloseweight,charity,0.001
iloseweight,rejected,0.001
iloseweight,apple,0.001
iloseweight,app,0.001
iloseweight,store,0.001
iloseweight,<,0.001
iloseweight,remove,0.001
iloseweight,quotfor,0.001
iloseweight,charityquot,0.001
iloseweight,cues,0.001
iloseweight,wtf,0.001
iloseweight,iloseweight,0.001
try,sleep,0.001
try,early,0.001
try,today,0.001
try,<,0.001
try,ill,0.001
try,take,0.001
try,hot,0.001
try,shower,0.001
imx1,oh,0.001
imx1,dang,0.001
imx1,<,0.001
imx1,forgot,0.001
imx1,party,0.001
imx1,afternoon,0.001
imx1,sorry,0.001
sarahmaq,welcome,0.001
sarahmaq,world,0.001
sarahmaq,twitter,0.001
sarahmaq,<,0.001
sarahmaq,hope,0.001
sarahmaq,enjoy,0.001
sarahmaq,stay,0.001
got,another,0.001
got,sunny,0.001
got,day,0.001
got,cant,0.001
got,enjoy,0.001
got,whatever,0.001
got,cup,0.001
got,coffee,0.001
need,redemption,0.001
need,complete,0.001
need,battle,0.001
need,amp,0.001
need,epilogue,0.001
need,posted,0.001
jpstg,dont,0.001
jpstg,want,0.001
jpstg,old,0.001
jpstg,bren,0.001
jpstg,back,0.001
jpstg,<,0.001
jpstg,balanced,0.001
